Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.04.10 13:11
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-01) ** SINGAPORE - SGP IWEC Data WMO#=486980

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over       744.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,291245.06,2.65,2.72
,Net Site Energy,49723.84,0.45,0.46
,Total Source Energy,922373.10,8.40,8.61
,Net Source Energy,157475.40,1.43,1.47


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,109802.57
,Net Conditioned Building Area,107069.37
,Unconditioned Building Area,2733.20


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,91122.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,27515.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,85767.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,65017.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,20917.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,904.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,291245.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,2FXLABXRESTROOM1:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,322.81,302.00,90.00,W
,2FXLABXRESTROOM1:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,121.06,121.06,32.00,180.00,
,2FXLAB1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,264.39,122.00,90.00,E
,2FXLAB1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,448.37,32.00,90.00,N
,2FXLAB1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,264.39,302.00,90.00,W
,2FXLAB1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,399.45,212.00,90.00,S
,2FXLAB1:ZONE1_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,121.11,121.11,32.00,180.00,
,2FXOFFICEXLABQ1:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,249.85,302.00,90.00,W
,2FXOFFICEXLABQ1:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,331.03,212.00,90.00,S
,2FXOFFICEXLABQ1:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,249.85,122.00,90.00,E
,2FXOFFICEXLABQ1:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,209.92,209.92,32.00,180.00,
,2FXOFFICEXLABQ1:OFFICE_EXTFLOOR_0_1_1,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,177.62,177.62,32.00,180.00,
,2FXOFFICEXLABQ1:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,234.14,234.14,212.00,0.00,
,2FXOFFICEXLABQ1:AC_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,129.18,129.18,32.00,90.00,N
,2FXOFFICEXLABQ1:AC_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,301.42,302.00,90.00,W
,2FXOFFICEXLABQ1:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,495.19,315.60,32.00,90.00,N
,2FXOFFICEXLABQ1:LAB_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,245.48,122.00,90.00,E
,2FXOFFICEXLABQ1:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,113.03,113.03,32.00,180.00,
,2FXMEETINGROOM1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,176.55,122.00,90.00,E
,2FXMEETINGROOM1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,32.00,90.00,N
,2FXMEETINGROOM1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,205.83,302.00,90.00,W
,2FXMEETINGROOM1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,212.00,90.00,S
,3FXLAB:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,322.95,122.00,90.00,E
,3FXLAB:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,452.13,326.51,32.00,90.00,N
,3FXLAB:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,264.39,302.00,90.00,W
,3FXLAB:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,452.13,290.15,212.00,90.00,S
,3FXLABXRESTROOM:RESTROOM_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,302.00,90.00,W
,3FXLABXRESTROOM:RESTROOM_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,452.13,452.13,212.00,90.00,S
,3FXLABXRESTROOM:RESTROOM_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,122.00,90.00,E
,3FXLABXRESTROOM:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,262.70,122.00,90.00,E
,3FXLABXRESTROOM:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,452.13,289.67,32.00,90.00,N
,3FXLABXRESTROOM:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,262.70,302.00,90.00,W
,3FXMEETINGROOM:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,205.83,122.00,90.00,E
,3FXMEETINGROOM:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,32.00,90.00,N
,3FXMEETINGROOM:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,176.55,302.00,90.00,W
,3FXMEETINGROOM:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,212.00,90.00,S
,3FXMEETINGROOM:ZONE1_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,161.47,161.47,212.00,0.00,
,2FXFFCXC1XDYLGHT:OFFICE_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,775.08,188.18,122.00,90.00,E
,2FXFFCXC1XDYLGHT:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,140.82,32.00,90.00,N
,2FXFFCXC1XDYLGHT:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,775.08,188.18,302.00,90.00,W
,2FXFFCXC1XDYLGHT:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,212.00,90.00,S
,2FXFFCXC1XDYLGHT:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,209.92,209.92,32.00,180.00,
,2FXFFCXC1XDYLGHT:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,69.97,69.97,212.00,0.00,
,3FXOFFICEXLAB1:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,409.07,216.74,302.00,90.00,W
,3FXOFFICEXLAB1:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,452.13,242.76,212.00,90.00,S
,3FXOFFICEXLAB1:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,409.07,216.74,122.00,90.00,E
,3FXOFFICEXLAB1:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,206.91,32.00,90.00,N
,3FXOFFICEXLAB1:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,245.48,302.00,90.00,W
,3FXOFFICEXLAB1:AC_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,301.42,122.00,90.00,E
,3FXOFFICEXLAB1:AC_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,129.18,129.18,32.00,90.00,N
,3FXOFFICEXLAB:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,409.07,216.74,302.00,90.00,W
,3FXOFFICEXLAB:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,839.67,441.37,212.00,90.00,S
,3FXOFFICEXLAB:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,409.07,216.74,122.00,90.00,E
,3FXOFFICEXLAB:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,511.34,511.34,32.00,180.00,
,3FXOFFICEXLAB:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,204.53,204.53,212.00,0.00,
,3FXOFFICEXLAB:RESTROOM_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,129.18,129.18,32.00,90.00,N
,3FXOFFICEXLAB:RESTROOM_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,301.42,302.00,90.00,W
,3FXOFFICEXLAB:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,710.49,449.51,32.00,90.00,N
,3FXOFFICEXLAB:LAB_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,245.48,122.00,90.00,E
,3FXOFFICEXLAB:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,376.77,376.77,32.00,180.00,
,3FXOFFICEXLAB:LAB_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,150.71,150.71,212.00,0.00,
,3FXLABXRESTROOM1:RESTROOM_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,302.00,90.00,W
,3FXLABXRESTROOM1:RESTROOM_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,839.67,839.67,212.00,90.00,S
,3FXLABXRESTROOM1:RESTROOM_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,122.00,90.00,E
,3FXLABXRESTROOM1:RESTROOM_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,134.56,134.56,32.00,180.00,
,3FXLABXRESTROOM1:RESTROOM_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,134.56,134.56,212.00,0.00,
,3FXLABXRESTROOM1:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,232.65,122.00,90.00,E
,3FXLABXRESTROOM1:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,839.67,533.29,32.00,90.00,N
,3FXLABXRESTROOM1:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,322.81,302.00,90.00,W
,3FXLABXRESTROOM1:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,403.52,403.52,32.00,180.00,
,3FXLABXRESTROOM1:LAB_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,403.52,403.52,212.00,0.00,
,3FXLAB1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,264.39,122.00,90.00,E
,3FXLAB1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,839.67,600.69,32.00,90.00,N
,3FXLAB1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,322.95,302.00,90.00,W
,3FXLAB1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,839.67,535.17,212.00,90.00,S
,3FXLAB1:ZONE1_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,403.69,403.69,32.00,180.00,
,3FXLAB1:ZONE1_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,242.21,242.21,212.00,0.00,
,3FXMEETINGROOM1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,176.55,122.00,90.00,E
,3FXMEETINGROOM1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,32.00,90.00,N
,3FXMEETINGROOM1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,205.83,302.00,90.00,W
,3FXMEETINGROOM1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,297.93,212.00,90.00,S
,3FXMEETINGROOM1:ZONE1_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,161.47,161.47,212.00,0.00,
,4FXLAB:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,322.95,122.00,90.00,E
,4FXLAB:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,402.67,32.00,90.00,N
,4FXLAB:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,264.39,302.00,90.00,W
,4FXLAB:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,358.85,212.00,90.00,S
,4FXLAB:ZONE1_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,201.84,201.84,32.00,180.00,
,4FXLABXRESTROOM:RESTROOM_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,302.00,90.00,W
,4FXLABXRESTROOM:RESTROOM_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,559.78,212.00,90.00,S
,4FXLABXRESTROOM:RESTROOM_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,122.00,90.00,E
,4FXLABXRESTROOM:RESTROOM_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,67.28,67.28,32.00,180.00,
,4FXLABXRESTROOM:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,322.81,122.00,90.00,E
,4FXLABXRESTROOM:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,357.31,32.00,90.00,N
,4FXLABXRESTROOM:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,262.70,302.00,90.00,W
,4FXLABXRESTROOM:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,201.76,201.76,32.00,180.00,
,4FXMEETINGROOM:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,205.83,122.00,90.00,E
,4FXMEETINGROOM:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,253.79,32.00,90.00,N
,4FXMEETINGROOM:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,176.55,302.00,90.00,W
,4FXMEETINGROOM:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,253.79,212.00,90.00,S
,4FXOFFICEXLAB:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,538.25,282.95,302.00,90.00,W
,4FXOFFICEXLAB:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,732.02,386.20,212.00,90.00,S
,4FXOFFICEXLAB:OFFICE_WALL_6_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,538.25,282.95,122.00,90.00,E
,4FXOFFICEXLAB:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,664.70,664.70,32.00,180.00,
,4FXOFFICEXLAB:OFFICE_EXTFLOOR_0_1_1,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,548.83,548.83,32.00,180.00,
,4FXOFFICEXLAB:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,209.92,209.92,212.00,0.00,
,4FXOFFICEXLAB:OFFICE_ROOF_1_1_1,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,538.25,538.25,212.00,0.00,
,4FXOFFICEXLAB:AC_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,301.42,122.00,90.00,E
,4FXOFFICEXLAB:AC_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,129.18,129.18,32.00,90.00,N
,4FXOFFICEXLAB:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,602.84,379.65,32.00,90.00,N
,4FXOFFICEXLAB:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,245.48,302.00,90.00,W
,4FXOFFICEXLAB:LAB_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,489.81,489.81,32.00,180.00,
,4FXOFFICEXLAB:LAB_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,301.42,301.42,212.00,0.00,
,4FXOFFICEXLAB1:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,516.72,271.91,302.00,90.00,W
,4FXOFFICEXLAB1:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,753.55,397.23,212.00,90.00,S
,4FXOFFICEXLAB1:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,516.72,271.91,122.00,90.00,E
,4FXOFFICEXLAB1:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,470.97,470.97,32.00,180.00,
,4FXOFFICEXLAB1:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,532.87,532.87,212.00,0.00,
,4FXOFFICEXLAB1:OFFICE_ROOF_1_1_1,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,188.39,188.39,212.00,0.00,
,4FXOFFICEXLAB1:AC_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,129.18,129.18,32.00,90.00,N
,4FXOFFICEXLAB1:AC_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,301.42,302.00,90.00,W
,4FXOFFICEXLAB1:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,397.85,32.00,90.00,N
,4FXOFFICEXLAB1:LAB_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,301.42,245.48,122.00,90.00,E
,4FXOFFICEXLAB1:LAB_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,339.10,339.10,212.00,0.00,
,4FXLABXRESTROOMQ1:LAB_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,262.70,122.00,90.00,E
,4FXLABXRESTROOMQ1:LAB_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,397.86,32.00,90.00,N
,4FXLABXRESTROOMQ1:LAB_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.81,322.81,302.00,90.00,W
,4FXLABXRESTROOMQ1:LAB_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,121.06,121.06,212.00,0.00,
,4FXLABXRESTROOMQ1:RESTROOM_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,122.00,90.00,E
,4FXLABXRESTROOMQ1:RESTROOM_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,107.65,107.65,302.00,90.00,W
,4FXLABXRESTROOMQ1:RESTROOM_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,624.37,624.37,212.00,90.00,S
,4FXLABXRESTROOMQ1:RESTROOM_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,40.37,40.37,212.00,0.00,
,4FXLAB1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,366.01,299.05,122.00,90.00,E
,4FXLAB1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,710.49,509.29,32.00,90.00,N
,4FXLAB1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,366.01,366.01,302.00,90.00,W
,4FXLAB1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,710.49,452.55,212.00,90.00,S
,4FXLAB1:ZONE1_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,177.62,177.62,32.00,180.00,
,4FXLAB1:ZONE1_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,139.94,139.94,212.00,0.00,
,4FXLAB1:ZONE1_ROOF_1_1_1,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,320.26,320.26,212.00,0.00,
,4FXMEETINGROOM1:ZONE1_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,176.55,122.00,90.00,E
,4FXMEETINGROOM1:ZONE1_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,253.79,32.00,90.00,N
,4FXMEETINGROOM1:ZONE1_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,322.95,205.83,302.00,90.00,W
,4FXMEETINGROOM1:ZONE1_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,473.66,253.79,212.00,90.00,S
,4FXFFCXCXDYLGHTNG:OFFICE_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,818.14,197.66,122.00,90.00,E
,4FXFFCXCXDYLGHTNG:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,140.82,32.00,90.00,N
,4FXFFCXCXDYLGHTNG:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,818.14,352.78,302.00,90.00,W
,4FXFFCXCXDYLGHTNG:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,350.30,212.00,90.00,S
,4FXFFCXCXDYLGHTNG:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,209.92,209.92,32.00,180.00,
,4FXFFCXCXDYLGHTNG:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,139.94,139.94,212.00,0.00,
,4FXOFFICEXAC1:OFFICE_WALL_2_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,818.14,352.78,122.00,90.00,E
,4FXOFFICEXAC1:OFFICE_WALL_3_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,140.82,32.00,90.00,N
,4FXOFFICEXAC1:OFFICE_WALL_4_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,818.14,197.66,302.00,90.00,W
,4FXOFFICEXAC1:OFFICE_WALL_5_0_0,BPS_BASELINE_WALL,0.30,0.089,0.097,559.78,350.30,212.00,90.00,S
,4FXOFFICEXAC1:OFFICE_EXTFLOOR_0_1_0,PROJECT EXTERNAL FLOOR,0.30,0.044,0.046,209.92,209.92,32.00,180.00,
,4FXOFFICEXAC1:OFFICE_ROOF_1_1_0,BPS_BASELINE_ROOF_WITHOUT_SKYLIGHT_IMPROVED,0.15,0.088,0.094,139.94,139.94,212.00,0.00,
